city,barangay,city_norm,barangay_norm,barangay_slug,bir_zonal_rr_median,bir_zonal_cr_median,bir_zonal_rc_median
DUMANJUG,LIONG,DUMANJUG,LIONG,LIONG,600.0,2000.0,
DUMANJUG,LOOC,DUMANJUG,LOOC,LOOC,1800.0,,
DUMANJUG,MANLAPAY,DUMANJUG,MANLAPAY,MANLAPAY,550.0,,
DUMANJUG,MASA,DUMANJUG,MASA,MASA,300.0,,
DUMANJUG,MATALAO,DUMANJUG,MATALAO,MATALAO,300.0,,
DUMANJUG,PACULOB,DUMANJUG,PACULOB,PACULOB,600.0,,
DUMANJUG,PANLAAN,DUMANJUG,PANLAAN,PANLAAN,300.0,,
DUMANJUG,PAWA,DUMANJUG,PAWA,PAWA,300.0,,
DUMANJUG,POBLACION,DUMANJUG,POBLACION,POBLACION,2500.0,3500.0,
DUMANJUG,SIMA,DUMANJUG,SIMA,SIMA,1725.0,2600.0,
DUMANJUG,TANGIL,DUMANJUG,TANGIL,TANGIL,1350.0,3000.0,
DUMANJUG,TAPON,DUMANJUG,TAPON,TAPON,1600.0,2025.0,
DUMANJUG,TUBOD -BITOON,DUMANJUG,TUBODBITOON,TUBODBITOON,450.0,,
DUMANJUG,TUBOD-DUGOAN,DUMANJUG,TUBODDUGOAN,TUBODDUGOAN,700.0,,
DUMANJUG,YLAYA,DUMANJUG,YLAYA,YLAYA,2300.0,2800.0,
GINATILAN,ANAO,GINATILAN,ANAO,ANAO,275.0,,
GINATILAN,CAGSING*,GINATILAN,CAGSING,CAGSING,350.0,,
GINATILAN,CALABAWAN,GINATILAN,CALABAWAN,CALABAWAN,312.5,,
GINATILAN,CAMBAGTE,GINATILAN,CAMBAGTE,CAMBAGTE,275.0,,
GINATILAN,CAMPISONG,GINATILAN,CAMPISONG,CAMPISONG,262.5,,
GINATILAN,CAÑORONG*,GINATILAN,CANORONG,CANORONG,312.5,,
GINATILAN,GUIWANON,GINATILAN,GUIWANON,GUIWANON,400.0,,
GINATILAN,LOOC,GINATILAN,LOOC,LOOC,400.0,,
GINATILAN,MALATBO,GINATILAN,MALATBO,MALATBO,287.5,,
GINATILAN,MANGACO,GINATILAN,MANGACO,MANGACO,300.0,,
GINATILAN,PALANAS,GINATILAN,PALANAS,PALANAS,775.0,1000.0,
GINATILAN,POBLACION,GINATILAN,POBLACION,POBLACION,1500.0,1800.0,
GINATILAN,POBLACION continuation,GINATILAN,POBLACIONCONTINUATION,POBLACIONCONTINUATION,1000.0,1800.0,
GINATILAN,SALAMANCA,GINATILAN,SALAMANCA,SALAMANCA,275.0,,
GINATILAN,SAN ROQUE,GINATILAN,SANROQUE,SANROQUE,1500.0,1800.0,
LAPU LAPU CITY,AGUS,LAPU LAPU CITY,AGUS,AGUS,8000.0,9781.25,
LAPU LAPU CITY,BABAG,LAPU LAPU CITY,BABAG,BABAG,5500.0,13375.0,
LAPU LAPU CITY,BANKAL,LAPU LAPU CITY,BANKAL,BANKAL,6500.0,10125.0,
LAPU LAPU CITY,BARING,LAPU LAPU CITY,BARING,BARING,2250.0,3500.0,
LAPU LAPU CITY,BASAK,LAPU LAPU CITY,BASAK,BASAK,10000.0,15000.0,62500.0
LAPU LAPU CITY,BUAYA,LAPU LAPU CITY,BUAYA,BUAYA,3750.0,10500.0,
LAPU LAPU CITY,CALAWISAN,LAPU LAPU CITY,CALAWISAN,CALAWISAN,3350.0,9000.0,
LAPU LAPU CITY,CANJULAO,LAPU LAPU CITY,CANJULAO,CANJULAO,2925.0,9250.0,
LAPU LAPU CITY,CAUBIAN,LAPU LAPU CITY,CAUBIAN,CAUBIAN,1410.0,2100.0,
LAPU LAPU CITY,CAW-OY,LAPU LAPU CITY,CAWOY,CAWOY,2250.0,3500.0,
LAPU LAPU CITY,GUN-OB,LAPU LAPU CITY,GUNOB,GUNOB,5500.0,10500.0,
LAPU LAPU CITY,IBO,LAPU LAPU CITY,IBO,IBO,12000.0,17500.0,
LAPU LAPU CITY,LOOC,LAPU LAPU CITY,LOOC,LOOC,3550.0,9125.0,
LAPU LAPU CITY,MACTAN,LAPU LAPU CITY,MACTAN,MACTAN,5000.0,10500.0,107500.0
LAPU LAPU CITY,MARIBAGO,LAPU LAPU CITY,MARIBAGO,MARIBAGO,4125.0,9750.0,112500.0
LAPU LAPU CITY,MARIGONDON,LAPU LAPU CITY,MARIGONDON,MARIGONDON,9500.0,19500.0,57500.0
LAPU LAPU CITY,PAJAC,LAPU LAPU CITY,PAJAC,PAJAC,3350.0,7760.0,
LAPU LAPU CITY,PAJO,LAPU LAPU CITY,PAJO,PAJO,10000.0,20000.0,
LAPU LAPU CITY,POBLACION,LAPU LAPU CITY,POBLACION,POBLACION,9250.0,18500.0,
LAPU LAPU CITY,PUNTA ENGAÑO,LAPU LAPU CITY,PUNTAENGANO,PUNTAENGANO,7000.0,13500.0,95000.0
LAPU LAPU CITY,PUSOK,LAPU LAPU CITY,PUSOK,PUSOK,6182.5,23000.0,33750.0
LAPU LAPU CITY,SABANG,LAPU LAPU CITY,SABANG,SABANG,1500.0,2250.0,
LAPU LAPU CITY,SANTA ROSA,LAPU LAPU CITY,SANTAROSA,SANTAROSA,1750.0,2750.0,
LAPU LAPU CITY,SAN VICENTE,LAPU LAPU CITY,SANVICENTE,SANVICENTE,2875.0,3750.0,
LAPU LAPU CITY,SUBABASBAS,LAPU LAPU CITY,SUBABASBAS,SUBABASBAS,3225.0,8260.0,
LAPU LAPU CITY,TALIMA,LAPU LAPU CITY,TALIMA,TALIMA,2250.0,3500.0,
LAPU LAPU CITY,TINAGO,LAPU LAPU CITY,TINAGO,TINAGO,1500.0,2500.0,
LAPU LAPU CITY,TUNGASAN,LAPU LAPU CITY,TUNGASAN,TUNGASAN,2250.0,3500.0,
LILOAN,CABADIANGAN,LILOAN,CABADIANGAN,CABADIANGAN,2250.0,1200.0,
LILOAN,CALERO,LILOAN,CALERO,CALERO,2500.0,,
LILOAN,CATARMAN,LILOAN,CATARMAN,CATARMAN,3000.0,,
LILOAN,COTCOT,LILOAN,COTCOT,COTCOT,2500.0,,
LILOAN,JUBAY,LILOAN,JUBAY,JUBAY,3000.0,,
LILOAN,LATABAN,LILOAN,LATABAN,LATABAN,1200.0,,
LILOAN,MULAO,LILOAN,MULAO,MULAO,750.0,,
LILOAN,POBLACION,LILOAN,POBLACION,POBLACION,3125.0,4000.0,
LILOAN,SAN ROQUE,LILOAN,SANROQUE,SANROQUE,2000.0,,
LILOAN,SAN VICENTE,LILOAN,SANVICENTE,SANVICENTE,2500.0,4000.0,
LILOAN,STA. CRUZ,LILOAN,STACRUZ,STACRUZ,2000.0,3000.0,
LILOAN,TABLA,LILOAN,TABLA,TABLA,750.0,,
LILOAN,TAYUD,LILOAN,TAYUD,TAYUD,2250.0,3500.0,
LILOAN,YATI,LILOAN,YATI,YATI,3000.0,3500.0,
MADRIDEJOS,BUNAKAN,MADRIDEJOS,BUNAKAN,BUNAKAN,475.0,,
MADRIDEJOS,KANGWAYAN,MADRIDEJOS,KANGWAYAN,KANGWAYAN,475.0,,
MADRIDEJOS,KAONGKOD,MADRIDEJOS,KAONGKOD,KAONGKOD,475.0,,
MADRIDEJOS,KODIA,MADRIDEJOS,KODIA,KODIA,475.0,,
MADRIDEJOS,MAALAT,MADRIDEJOS,MAALAT,MAALAT,475.0,,
MADRIDEJOS,MALBAGO,MADRIDEJOS,MALBAGO,MALBAGO,475.0,,
MADRIDEJOS,MANCILANG,MADRIDEJOS,MANCILANG,MANCILANG,475.0,,
MADRIDEJOS,PILI,MADRIDEJOS,PILI,PILI,475.0,,
MADRIDEJOS,POBLACION,MADRIDEJOS,POBLACION,POBLACION,675.0,1075.0,
MADRIDEJOS,SAN AGUSTIN,MADRIDEJOS,SANAGUSTIN,SANAGUSTIN,475.0,,
MADRIDEJOS,TABAGAK,MADRIDEJOS,TABAGAK,TABAGAK,475.0,,
MADRIDEJOS,TALANGNAN,MADRIDEJOS,TALANGNAN,TALANGNAN,475.0,,
MADRIDEJOS,TARONG,MADRIDEJOS,TARONG,TARONG,475.0,,
MADRIDEJOS,TUGAS,MADRIDEJOS,TUGAS,TUGAS,475.0,,
MALABUYOC,ARMEÑA,MALABUYOC,ARMENA,ARMENA,1000.0,,
MALABUYOC,CERDENA,MALABUYOC,CERDENA,CERDENA,450.0,,
MALABUYOC,LABRADOR,MALABUYOC,LABRADOR,LABRADOR,450.0,,
MALABUYOC,LOMBO,MALABUYOC,LOMBO,LOMBO,450.0,,
MALABUYOC,LOOC,MALABUYOC,LOOC,LOOC,800.0,,
MALABUYOC,MAHANLUD,MALABUYOC,MAHANLUD,MAHANLUD,450.0,,
MALABUYOC,MINDANAO,MALABUYOC,MINDANAO,MINDANAO,450.0,,
MALABUYOC,MONTANEZA,MALABUYOC,MONTANEZA,MONTANEZA,1500.0,,
MALABUYOC,POBLACION I,MALABUYOC,POBLACIONI,POBLACIONI,1300.0,1900.0,
MALABUYOC,POBLACION II,MALABUYOC,POBLACIONII,POBLACIONII,1400.0,2900.0,
MALABUYOC,SALMERON,MALABUYOC,SALMERON,SALMERON,450.0,,
MALABUYOC,SORSOGON,MALABUYOC,SORSOGON,SORSOGON,450.0,,
MALABUYOC,STO. ÑINO,MALABUYOC,STONINO,STONINO,1500.0,,
MALABUYOC,TOLOSA,MALABUYOC,TOLOSA,TOLOSA,450.0,,
MANDAUE CITY,ALANG-ALANG,MANDAUE CITY,ALANGALANG,ALANGALANG,11525.0,26295.0,108900.0
MANDAUE CITY,BAKILID,MANDAUE CITY,BAKILID,BAKILID,17015.0,24120.0,130750.0
MANDAUE CITY,BANILAD,MANDAUE CITY,BANILAD,BANILAD,16115.0,22350.0,102500.0
MANDAUE CITY,BASAK,MANDAUE CITY,BASAK,BASAK,9210.0,18220.0,
MANDAUE CITY,CABANCALAN,MANDAUE CITY,CABANCALAN,CABANCALAN,17100.0,15950.0,
MANDAUE CITY,CAMBARO,MANDAUE CITY,CAMBARO,CAMBARO,10800.0,20000.0,100300.0
MANDAUE CITY,CANDUMAN,MANDAUE CITY,CANDUMAN,CANDUMAN,9770.0,15750.0,87415.0
MANDAUE CITY,CASILI,MANDAUE CITY,CASILI,CASILI,7287.5,6550.0,
MANDAUE CITY,CASUNTINGAN,MANDAUE CITY,CASUNTINGAN,CASUNTINGAN,15000.0,27500.0,
MANDAUE CITY,CENTRO,MANDAUE CITY,CENTRO,CENTRO,15000.0,27500.0,124125.0
MANDAUE CITY,CUBACUB,MANDAUE CITY,CUBACUB,CUBACUB,6037.5,8200.0,
MANDAUE CITY,GUIZO,MANDAUE CITY,GUIZO,GUIZO,12750.0,26500.0,
MANDAUE CITY,IBABAO,MANDAUE CITY,IBABAO,IBABAO,13255.0,26300.0,
MANDAUE CITY,JAGOBIAO,MANDAUE CITY,JAGOBIAO,JAGOBIAO,8515.0,16750.0,
MANDAUE CITY,LABOGON,MANDAUE CITY,LABOGON,LABOGON,10500.0,16800.0,
MANDAUE CITY,LOOC,MANDAUE CITY,LOOC,LOOC,10075.0,19000.0,
MANDAUE CITY,MAGUIKAY,MANDAUE CITY,MAGUIKAY,MAGUIKAY,10000.0,16000.0,
MANDAUE CITY,MANTUYONG,MANDAUE CITY,MANTUYONG,MANTUYONG,15750.0,25750.0,
MANDAUE CITY,OPAO,MANDAUE CITY,OPAO,OPAO,11000.0,15955.0,
MANDAUE CITY,PAGSABUNGAN,MANDAUE CITY,PAGSABUNGAN,PAGSABUNGAN,16400.0,20100.0,127500.0
MANDAUE CITY,PAKNA-AN,MANDAUE CITY,PAKNAAN,PAKNAAN,10500.0,16800.0,
MANDAUE CITY,SUBANGDAKU,MANDAUE CITY,SUBANGDAKU,SUBANGDAKU,23575.0,68750.0,132500.0
MANDAUE CITY,TABOK,MANDAUE CITY,TABOK,TABOK,10910.0,19260.0,
MANDAUE CITY,TAWASON,MANDAUE CITY,TAWASON,TAWASON,4875.0,7820.0,
MANDAUE CITY,TINGUB,MANDAUE CITY,TINGUB,TINGUB,9155.0,16375.0,
MANDAUE CITY,TIPOLO,MANDAUE CITY,TIPOLO,TIPOLO,21150.0,41250.0,60000.0
MANDAUE CITY,UMAPAD,MANDAUE CITY,UMAPAD,UMAPAD,11550.0,12360.0,
MEDELLIN,ANTIPOLO,MEDELLIN,ANTIPOLO,ANTIPOLO,1300.0,2500.0,
MEDELLIN,CANHABAGAT,MEDELLIN,CANHABAGAT,CANHABAGAT,1300.0,2500.0,
MEDELLIN,CAPUTATAN NORTE / CAPUTATAN SUR,MEDELLIN,CAPUTATANNORTECAPUTATANSUR,CAPUTATANNORTECAPUTATANSUR,675.0,1000.0,
MEDELLIN,CURVA,MEDELLIN,CURVA,CURVA,675.0,1000.0,
MEDELLIN,DAANG LUNGSOD,MEDELLIN,DAANGLUNGSOD,DAANGLUNGSOD,675.0,1000.0,
MEDELLIN,DALINGDING SUR,MEDELLIN,DALINGDINGSUR,DALINGDINGSUR,675.0,1000.0,
MEDELLIN,DAYHAGON,MEDELLIN,DAYHAGON,DAYHAGON,675.0,1000.0,
MEDELLIN,DON VIRGILIO,MEDELLIN,DONVIRGILIO,DONVIRGILIO,675.0,1000.0,
MEDELLIN,GIBITNGIL,MEDELLIN,GIBITNGIL,GIBITNGIL,625.0,1000.0,
MEDELLIN,KAWIT,MEDELLIN,KAWIT,KAWIT,2000.0,3000.0,
MEDELLIN,LAMINTAK NORTE / LAMINTAK SUR,MEDELLIN,LAMINTAKNORTELAMINTAKSUR,LAMINTAKNORTELAMINTAKSUR,675.0,1000.0,
MEDELLIN,LUY-A,MEDELLIN,LUYA,LUYA,1300.0,3000.0,
MEDELLIN,MAHARUHAY,MEDELLIN,MAHARUHAY,MAHARUHAY,675.0,1000.0,
MEDELLIN,MAHAWAK,MEDELLIN,MAHAWAK,MAHAWAK,1300.0,3000.0,
MEDELLIN,PANUGNAWAN,MEDELLIN,PANUGNAWAN,PANUGNAWAN,675.0,1000.0,
MEDELLIN,POBLACION,MEDELLIN,POBLACION,POBLACION,2000.0,4000.0,
MEDELLIN,TINDOG,MEDELLIN,TINDOG,TINDOG,675.0,1000.0,
MINGLANILLA,CALAJO-AN,MINGLANILLA,CALAJOAN,CALAJOAN,7000.0,10937.5,
MINGLANILLA,CAMP 7,MINGLANILLA,CAMP7,CAMP7,1350.0,,
MINGLANILLA,CAMP 8,MINGLANILLA,CAMP8,CAMP8,1375.0,,
MINGLANILLA,CANDULAWAN,MINGLANILLA,CANDULAWAN,CANDULAWAN,6875.0,,
MINGLANILLA,CUANOS,MINGLANILLA,CUANOS,CUANOS,3562.5,,
MINGLANILLA,GUINDARUHAN,MINGLANILLA,GUINDARUHAN,GUINDARUHAN,2662.5,,
MINGLANILLA,LINAO,MINGLANILLA,LINAO,LINAO,7000.0,20000.0,
MINGLANILLA,MANDU-ANG,MINGLANILLA,MANDUANG,MANDUANG,1281.25,,
MINGLANILLA,PAKIGNE,MINGLANILLA,PAKIGNE,PAKIGNE,6500.0,20000.0,
MINGLANILLA,POBLACION,MINGLANILLA,POBLACION,POBLACION,9000.0,11000.0,
MINGLANILLA,TUBOD,MINGLANILLA,TUBOD,TUBOD,6500.0,8000.0,
MINGLANILLA,TULAY,MINGLANILLA,TULAY,TULAY,10250.0,17500.0,
MINGLANILLA,TUNGHA-AN,MINGLANILLA,TUNGHAAN,TUNGHAAN,7000.0,14000.0,70000.0
MINGLANILLA,TUNGKIL,MINGLANILLA,TUNGKIL,TUNGKIL,7000.0,8000.0,
MINGLANILLA,TUNGKOP,MINGLANILLA,TUNGKOP,TUNGKOP,7000.0,18000.0,
MINGLANILLA,VITO,MINGLANILLA,VITO,VITO,7500.0,,
MOALBOAL,AGBALANGA,MOALBOAL,AGBALANGA,AGBALANGA,150.0,,
MOALBOAL,BALA,MOALBOAL,BALA,BALA,250.0,,
MOALBOAL,BALABAGON,MOALBOAL,BALABAGON,BALABAGON,500.0,1000.0,
MOALBOAL,BASDIOT,MOALBOAL,BASDIOT,BASDIOT,600.0,2000.0,
MOALBOAL,BATADBATAD,MOALBOAL,BATADBATAD,BATADBATAD,200.0,,
MOALBOAL,BUGHO,MOALBOAL,BUGHO,BUGHO,475.0,1000.0,
MOALBOAL,BUGUIL,MOALBOAL,BUGUIL,BUGUIL,90.0,,
MOALBOAL,BUSAY,MOALBOAL,BUSAY,BUSAY,255.0,,
MOALBOAL,LANAO,MOALBOAL,LANAO,LANAO,270.0,,
MOALBOAL,POBLACION,MOALBOAL,POBLACION,POBLACION,1500.0,2250.0,
MOALBOAL,SAAVEDRA,MOALBOAL,SAAVEDRA,SAAVEDRA,1000.0,1750.0,
MOALBOAL,TOMONOY,MOALBOAL,TOMONOY,TOMONOY,800.0,1500.0,
MOALBOAL,TUBLE,MOALBOAL,TUBLE,TUBLE,1050.0,2000.0,
MOALBOAL,TUNGA,MOALBOAL,TUNGA,TUNGA,700.0,1500.0,
NAGA CITY,ALPACO,NAGA CITY,ALPACO,ALPACO,700.0,,
NAGA CITY,BAIRAN,NAGA CITY,BAIRAN,BAIRAN,925.0,,
NAGA CITY,BALIRONG,NAGA CITY,BALIRONG,BALIRONG,1100.0,,
NAGA CITY,CABUNGAHAN,NAGA CITY,CABUNGAHAN,CABUNGAHAN,800.0,,
NAGA CITY,CANTAO-AN,NAGA CITY,CANTAOAN,CANTAOAN,1375.0,,
NAGA CITY,COGON,NAGA CITY,COGON,COGON,725.0,,
NAGA CITY,COLON,NAGA CITY,COLON,COLON,7125.0,14500.0,
NAGA CITY,INAYAGAN,NAGA CITY,INAYAGAN,INAYAGAN,9250.0,15000.0,
NAGA CITY,INUBURAN,NAGA CITY,INUBURAN,INUBURAN,6500.0,11000.0,
NAGA CITY,JAGUIMIT,NAGA CITY,JAGUIMIT,JAGUIMIT,850.0,,
NAGA CITY,LANAS,NAGA CITY,LANAS,LANAS,1000.0,,
NAGA CITY,LANGTAD,NAGA CITY,LANGTAD,LANGTAD,7750.0,13000.0,
NAGA CITY,LUTAC,NAGA CITY,LUTAC,LUTAC,1100.0,3000.0,
NAGA CITY,MAINIT,NAGA CITY,MAINIT,MAINIT,2100.0,4000.0,
NAGA CITY,MAYANA,NAGA CITY,MAYANA,MAYANA,800.0,,
NAGA CITY,NAALAD,NAGA CITY,NAALAD,NAALAD,2000.0,5000.0,
NAGA CITY,PANGDAN,NAGA CITY,PANGDAN,PANGDAN,2000.0,8000.0,
NAGA CITY,PATAG,NAGA CITY,PATAG,PATAG,750.0,,
NAGA CITY,POBLACION,NAGA CITY,POBLACION,POBLACION,12000.0,16000.0,
NAGA CITY,TAGJAGUIMIT,NAGA CITY,TAGJAGUIMIT,TAGJAGUIMIT,750.0,,
NAGA CITY,TANGKE,NAGA CITY,TANGKE,TANGKE,4000.0,8000.0,
NAGA CITY,TINAAN,NAGA CITY,TINAAN,TINAAN,5000.0,13250.0,
NAGA CITY,TUYAN,NAGA CITY,TUYAN,TUYAN,7000.0,12000.0,
NAGA CITY,ULING,NAGA CITY,ULING,ULING,1250.0,,
OSLOB,ALO,OSLOB,ALO,ALO,675.0,,
OSLOB,BANGCOGON,OSLOB,BANGCOGON,BANGCOGON,1125.0,,
OSLOB,BONBON,OSLOB,BONBON,BONBON,1125.0,,
OSLOB,CALUMPANG,OSLOB,CALUMPANG,CALUMPANG,1125.0,,
OSLOB,CAÑANG,OSLOB,CANANG,CANANG,175.0,,
OSLOB,CANANGKA-AN,OSLOB,CANANGKAAN,CANANGKAAN,127.5,,
OSLOB,CANSALO-AY,OSLOB,CANSALOAY,CANSALOAY,127.5,,
OSLOB,CAN-UKBAN,OSLOB,CANUKBAN,CANUKBAN,127.5,,
OSLOB,DAAN LUNGSOD,OSLOB,DAANLUNGSOD,DAANLUNGSOD,1000.0,,
OSLOB,GAWI,OSLOB,GAWI,GAWI,1125.0,,
OSLOB,HAGDAN,OSLOB,HAGDAN,HAGDAN,1125.0,,
OSLOB,LAGUNDE,OSLOB,LAGUNDE,LAGUNDE,1250.0,,
OSLOB,LOOC,OSLOB,LOOC,LOOC,1250.0,,
OSLOB,LUKA,OSLOB,LUKA,LUKA,767.5,,
OSLOB,MAINIT,OSLOB,MAINIT,MAINIT,757.5,,
OSLOB,MANLUM,OSLOB,MANLUM,MANLUM,150.0,,
OSLOB,NUEVA CACERES,OSLOB,NUEVACACERES,NUEVACACERES,750.0,1000.0,
OSLOB,POBLACION,OSLOB,POBLACION,POBLACION,1000.0,2000.0,
OSLOB,PUNGTOD,OSLOB,PUNGTOD,PUNGTOD,1000.0,2000.0,
OSLOB,TANAWAN,OSLOB,TANAWAN,TANAWAN,1375.0,3000.0,
OSLOB,TUMALOG,OSLOB,TUMALOG,TUMALOG,325.0,,
PILAR,BIASONG,PILAR,BIASONG,BIASONG,800.0,,
PILAR,CAWIT,PILAR,CAWIT,CAWIT,900.0,,
PILAR,DAPDAP,PILAR,DAPDAP,DAPDAP,800.0,,
