rdo,city_municipality,barangay,street_subdivision,vicinity,classification,zonal_value
83,TALISAY CITY,CANSOJONG,ALONG SRP ROAD,SLEDA 3 ( BEYOND 150 MTRS TO 250 MTRS),CR,21500.0
83,TALISAY CITY,CANSOJONG,ALONG SRP ROAD,SLEDA 4 ( BEYOND 250 MTRS TO 300 MTRS),CR,17500.0
83,TALISAY CITY,CANSOJONG,LEMON VILLE **,,RR,7000.0
83,TALISAY CITY,CANSOJONG,VILLA LUCITA**,Also located in Brgy. San Isidro,RR,12000.0
83,TALISAY CITY,DUMLOG,PROVINCIAL RD,BASCON ST- POBLACION BDRY,CR,12800.0
83,TALISAY CITY,DUMLOG,BRGY RD,BASCON ST- POBLACION,RR,7800.0
83,TALISAY CITY,DUMLOG,BRGY RD,SHORELINE-MANANGA RIVER TO POBLACION BDRY,RR,7800.0
83,TALISAY CITY,DUMLOG,MUN. RD,BASCON-POBLACION BDRY,RR,9500.0
83,TALISAY CITY,DUMLOG,MUN. RD,BASCON-MANANGA RIVER,RR,11700.0
83,TALISAY CITY,DUMLOG,BASCON ST,JOSE RIZAL-DUMLOG-SAN ISIDRO,RR,10700.0
83,TALISAY CITY,DUMLOG,BASCON ST,,CR,12800.0
83,TALISAY CITY,DUMLOG,BASCON ST,JOSE RIZAL-POBLACION,RR,10000.0
83,TALISAY CITY,DUMLOG,BASCON ST,POB MUN RD-SHORELINE,RR,7800.0
83,TALISAY CITY,DUMLOG,BASCON ST,BASCON-POBLACION BNDRY,RR,10000.0
83,TALISAY CITY,DUMLOG,BASCON ST,BASCON-MANANGA RIVER,RR,7800.0
83,TALISAY CITY,DUMLOG,BASCON ST,,RR,7800.0
83,TALISAY CITY,DUMLOG,SITIO LITMON,,RR,7800.0
83,TALISAY CITY,DUMLOG,SHORELINE,W/IN THE BRGY,CR,13500.0
83,TALISAY CITY,DUMLOG,SHORELINE,SEASHORE,A39,7800.0
83,TALISAY CITY,DUMLOG,BELLEZA COMPD,,RR,9500.0
83,TALISAY CITY,DUMLOG,CARMENVILLE SUBDIVISION,,RR,11700.0
83,TALISAY CITY,DUMLOG,DECA HOMES SUBD.,,RR,9200.0
83,TALISAY CITY,DUMLOG,FLORIDA COUNTY,,RR,9200.0
83,TALISAY CITY,DUMLOG,STA. THERESA VILLAGE I   *,,RR,9200.0
83,TALISAY CITY,DUMLOG,RAMONA SUBD.,,RR,11700.0
83,TALISAY CITY,DUMLOG,REUBENVILLE,,RR,9200.0
83,TALISAY CITY,DUMLOG,SEABREEZE SUBDIVISION,,RR,9200.0
83,TALISAY CITY,DUMLOG,SOUTH COVINA,,RR,11700.0
83,TALISAY CITY,DUMLOG,OTHER SUBD/VILLAGES,,RR,9200.0
83,TALISAY CITY,DUMLOG,ALL OTHER STREETS,,RR,7800.0
83,TALISAY CITY,DUMLOG,ALL OTHER STREETS,,A4,3200.0
83,TALISAY CITY,DUMLOG,ALL OTHER STREETS,,A16,3200.0
83,TALISAY CITY,DUMLOG,ALL OTHER STREETS,,A17,2700.0
83,TALISAY CITY,DUMLOG,ALL OTHER STREETS,OTHER AGRICULTURAL LANDS,A50,2500.0
83,TALISAY CITY,DUMLOG,INTERIOR AREAS,INT. AREAS W/ RIGHT OF WAY,RR,6700.0
83,TALISAY CITY,DUMLOG,INTERIOR AREAS,W/ OUT ROUD RIGHT OF WAY,RR,5300.0
83,TALISAY CITY,DUMLOG,ALONG SRP ROAD,SLEDA 1 (WITHIN 50 MTRS),CR,38800.0
83,TALISAY CITY,DUMLOG,ALONG SRP ROAD,SLEDA 2 (BEYOND  50 MTRS UP TO 150 MTRS),CR,28500.0
83,TALISAY CITY,DUMLOG,ALONG SRP ROAD,SLEDA 3 ( BEYOND 150 MTRS TO 250 MTRS),CR,24500.0
83,TALISAY CITY,DUMLOG,ALONG SRP ROAD,SLEDA 4 ( BEYOND 250 MTRS TO 300 MTRS),CR,21000.0
83,TALISAY CITY,DUMLOG,FROM THE CORNER RAMONA ROAD AND PROVINCIAL RD (RIZAL ST) TO,THE MANANGA RIVER (AT THE OLD PHILIPPINE RAILWAY),RR,7500.0
83,TALISAY CITY,DUMLOG,FROM THE MANANGA BRIDGE AT BARANGAY BIASONG AND DUMLOG JUNCTION TO,TALISAY CENTRAL SCHOOL,RR,7500.0
83,TALISAY CITY,DUMLOG,FROM THE MANANGA BRIDGE AT BARANGAY BIASONG AND DUMLOG JUNCTION TO,THE BARANGAY BOUNDARY BETWEEN DUMLOG AND POBLACION,RR,7500.0
83,TALISAY CITY,DUMLOG,FROM THE DUMLOG AND SAN ISIDRO BDRY ALONG RIZAL ST. TO,SEALIGHTS,RR,7500.0
83,TALISAY CITY,DUMLOG,UNIVILLE HOMES**,,RR,12000.0
83,TALISAY CITY,DUMLOG,TUASTUMBAN**,,RR,10000.0
83,TALISAY CITY,DUMLOG,SAMANTHA HOMES**,,RR,8000.0
83,TALISAY CITY,JACLUPAN,PROVINCIAL ROAD,,RR,2000.0
83,TALISAY CITY,JACLUPAN,BARANGAY/ MUN. RD,,RR,1900.0
83,TALISAY CITY,JACLUPAN,BARANGAY/ MUN. RD,JACLUPAN ELEM. SCHOOL TO CAMP 4,RR,1600.0
83,TALISAY CITY,JACLUPAN,BARANGAY/ MUN. RD,JACLUPAN ELEM SCHOOL TO MCWD WATER PUMP STATION,RR,1000.0
83,TALISAY CITY,JACLUPAN,RIVER BANK,,I,1000.0
83,TALISAY CITY,JACLUPAN,INTERIOR LOTS,INT. AREAS W/ RIGHT OF WAY,RR,900.0
83,TALISAY CITY,JACLUPAN,INTERIOR LOTS,W/OUT RIGHT OF WAY,RR,800.0
83,TALISAY CITY,JACLUPAN,INTERIOR LOTS,,A19,700.0
83,TALISAY CITY,JACLUPAN,INTERIOR LOTS,,A4,700.0
83,TALISAY CITY,JACLUPAN,INTERIOR LOTS,OTHER AGRICULTURAL LANDS,A50,650.0
83,TALISAY CITY,JACLUPAN,ALL OTHER SUB/VILLAGES,,RR,1800.0
83,TALISAY CITY,LAGTANG,PROV'L ROAD/ NAT'L ROAD,TABUNOK BDRY-ILANG ILANG,CR,16000.0
83,TALISAY CITY,LAGTANG,PROV'L ROAD/ NAT'L ROAD,ILANG ILANG 7TH DAY ADVENT,CR,16000.0
83,TALISAY CITY,LAGTANG,PROV'L ROAD/ NAT'L ROAD,7TH DAY ADVENT-JACLUPAN,RR,12000.0
83,TALISAY CITY,LAGTANG,PROV'L ROAD/ NAT'L ROAD,ENTRANCE HOLLOWBLOCK SUBD TO BDRY BRGY LAGTANG AND BRGY JACLUPAN,RR,6500.0
83,TALISAY CITY,LAGTANG,PROV'L ROAD/ NAT'L ROAD,CORNER NEAR LAGTANG BRGY HALL TO MCWD RESERVOIR,RR,6500.0
83,TALISAY CITY,LAGTANG,PROV'L ROAD/ NAT'L ROAD,CORNER FRONTING ST. TO SITIO MOLAVE,RR,6000.0
83,TALISAY CITY,LAGTANG,BRGY/ MUNICIPAL RD,,RR,8000.0
83,TALISAY CITY,LAGTANG,BRGY RD HOLLOW BLK,SITIO MOLAVE-MANANGA RIVER,RR,8000.0
83,TALISAY CITY,LAGTANG,ILANG ILANG,PROV'L RD-STO NIÑO VILLAGE,RR,8000.0
83,TALISAY CITY,LAGTANG,RIVER BANK,SITIO HALLOW BLOCK-NUNEZ BATCHING PLANT,RR,8000.0
83,TALISAY CITY,LAGTANG,HOLLOW BLOCKS,,RR,8500.0
83,TALISAY CITY,LAGTANG,RIVER VIEW SUBD,,RR,8500.0
83,TALISAY CITY,LAGTANG,STA. CATALINA SUBDIVISION,,RR,9000.0
83,TALISAY CITY,LAGTANG,STO. NIÑO SUBD. (VILL),EAST OF ILANG ILANG & WEST OF MOLAVE,RR,8500.0
83,TALISAY CITY,LAGTANG,KISHANTA SUBD.,,RR,16500.0
83,TALISAY CITY,LAGTANG,STERLING LAND RESIDENCES,,RR,11000.0
83,TALISAY CITY,LAGTANG,ST. SCHOLASTICA'S ACADEMY**,COR. PROV'L ROAD AND BRGY RD,X,16500.0
83,TALISAY CITY,LAGTANG,ST. SCHOLASTICA'S ACADEMY**,ALONG RIVER BANK PROV'L ROAD BRGY RD HOLLOW BLOCK,RR,8000.0
83,TALISAY CITY,LAGTANG,ST. SCHOLASTICA'S ACADEMY**,100M AWAY ILANG-ILANG PROV'L RD SITIO MOLAVE AND BRGY BULACAO BDRY,RR,8000.0
83,TALISAY CITY,LAGTANG,ST. SCHOLASTICA'S ACADEMY**,HILLY AREAS,A49,5000.0
83,TALISAY CITY,LAGTANG,ST. SCHOLASTICA'S ACADEMY**,OTHER AGRICULTURAL AREAS,A50,4900.0
83,TALISAY CITY,LAGTANG,OTHER SUB/VILLAGES,,RR,8800.0
83,TALISAY CITY,LAGTANG,ALL OTHER STREETS,,RR,8000.0
83,TALISAY CITY,LAGTANG,INTERIOR LOTS,WITH RIGHT OF WAY,RR,6500.0
83,TALISAY CITY,LAGTANG,INTERIOR LOTS,WITHOUT RIGHT OF WAY,RR,6000.0
83,TALISAY CITY,LAGTANG,PRECIOUSVILLE ROWHOUSE***,,RR,10000.0
83,TALISAY CITY,LAWAAN-I,NATIONAL ROAD/PROVINCIAL RD,LAWAAN BRGY HALLTO MANANGA BRIDGE,CR,16000.0
83,TALISAY CITY,LAWAAN-I,NATIONAL ROAD/PROVINCIAL RD,,RR,11500.0
83,TALISAY CITY,LAWAAN-I,NATIONAL ROAD/PROVINCIAL RD,INTERSECTION NAT'L. ROAD TO CAMELLA HOMES,RR,11000.0
83,TALISAY CITY,LAWAAN-I,BARANGAY RD/ MUNICIPAL RD,,RR,8000.0
83,TALISAY CITY,LAWAAN-I,LAWAAN ELEM. SCHOOL,EAST OF SEAVIEW HTS &,GP,11000.0
83,TALISAY CITY,LAWAAN-I,LAWAAN ELEM. SCHOOL,WEST OF NAT'L RD,RR,11000.0
83,TALISAY CITY,LAWAAN-I,LAWAAN ELEM. SCHOOL,NATIONAL ROAD ALONG MAGHAWAY ROAD TO BOUNDARY,RR,11000.0
83,TALISAY CITY,LAWAAN-I,LAWAAN ELEM. SCHOOL,LINAO BDRY CROSSING LAWAAN TO CORNER POOC BRGY ROAD,RR,11000.0
83,TALISAY CITY,LAWAAN-I,POOC BARANGAY ROAD,NATIONAL RD -MOHON-LINAO ROAD,RR,9500.0
83,TALISAY CITY,LAWAAN-I,UPPER MOHON ROAD,SOUTH MEMORIAL GARDEN,RR,11000.0
83,TALISAY CITY,LAWAAN-I,POOC TO DUMLOG,INTERSECTION GOING TO TABUNOK NAT'L. ROAD,RR,9500.0
83,TALISAY CITY,LAWAAN-I,ALONG SRP ROAD,SLEDA 1 (WITHIN 50 MTRS),CR,34000.0
83,TALISAY CITY,LAWAAN-I,ALONG SRP ROAD,SLEDA 2 (BEYOND  50 MTRS UP TO 150 MTRS),CR,24000.0
83,TALISAY CITY,LAWAAN-I,ALONG SRP ROAD,SLEDA 3 ( BEYOND 150 MTRS TO 250 MTRS),CR,21000.0
83,TALISAY CITY,LAWAAN-I,ALONG SRP ROAD,SLEDA 4 ( BEYOND 250 MTRS TO 300 MTRS),CR,16500.0
83,TALISAY CITY,LAWAAN-I,ALPHA EXECUTIVE HOMES,,RR,13000.0
83,TALISAY CITY,LAWAAN-I,BF BETTER HOMES,,RR,11300.0
83,TALISAY CITY,LAWAAN-I,"CAMELLA HOMES, TIERRA GRANDE SUBD.",,RR,11300.0
83,TALISAY CITY,LAWAAN-I,FAIRVIEW HEIGHTS,,RR,13000.0
83,TALISAY CITY,LAWAAN-I,SEAVIEW HEIGHTS SUBDIVISION,,RR,12800.0
83,TALISAY CITY,LAWAAN-I,VICENTA RETUYA SUBD.,,RR,9500.0
83,TALISAY CITY,LAWAAN-I,OTHER SUBD/VILLAGES,,RR,8500.0
83,TALISAY CITY,LAWAAN-I,ALL OTHER STREETS,,RR,8000.0
83,TALISAY CITY,LAWAAN-I,OTHER AGRICULTURAL AREAS,OTHER AGRICULTURAL LANDS,A50,4800.0
83,TALISAY CITY,LAWAAN-I,INTERIOR AREAS,INT. AREAS W/ RIGHT OF WAY,RR,6500.0
83,TALISAY CITY,LAWAAN-I,INTERIOR AREAS,W/ OUT ROAD RIGHT OF WAY,RR,6000.0
83,TALISAY CITY,LAWAAN-I,INTERIOR AREAS,MOUNTAINOUS / HILLY AREAS,A49,5800.0
83,TALISAY CITY,LAWAAN-I,INTERIOR AREAS,,A10,5800.0
83,TALISAY CITY,LAWAAN-I,AZIENDA ROMA*,,RR,12000.0
83,TALISAY CITY,LAWAAN-II,NATIONAL ROAD,LAWAAN I BDRY-MANANGA BDRY,RR,11500.0
83,TALISAY CITY,LAWAAN-II,NATIONAL ROAD,BARANGAY BOUNDARY,CR,16000.0
83,TALISAY CITY,LAWAAN-II,NATIONAL ROAD,INTERSECTION GOING TO POOC UNTIL INTERSECTION OF TALISAY CITY HALL,RR,9000.0
83,TALISAY CITY,LAWAAN-II,NATIONAL ROAD,INTERSECTION FR. POOC -MANANGA RIVER,CR,16000.0
83,TALISAY CITY,LAWAAN-II,BRGY/MUN ROAD,W/IN BRGY,RR,8000.0
83,TALISAY CITY,LAWAAN-II,POOC BRGY RD,NATL RD ALONG LAWAAN II TO MOHON-DUMLOG BRGY RD,RR,8000.0
83,TALISAY CITY,LAWAAN-II,ALONG MANANGA RIVER,FAIRVIEW VILLAGE DOWN TO MOHON-DUMLOG BRGY RD,RR,9000.0
83,TALISAY CITY,LAWAAN-II,ALONG SRP ROAD,SLEDA 1 (WITHIN 50 MTRS),CR,34000.0
83,TALISAY CITY,LAWAAN-II,ALONG SRP ROAD,SLEDA 2 (BEYOND  50 MTRS UP TO 150 MTRS),CR,24000.0
83,TALISAY CITY,LAWAAN-II,ALONG SRP ROAD,SLEDA 3 ( BEYOND 150 MTRS TO 250 MTRS),CR,21000.0
83,TALISAY CITY,LAWAAN-II,ALONG SRP ROAD,SLEDA 4 ( BEYOND 250 MTRS TO 300 MTRS),CR,16500.0
83,TALISAY CITY,LAWAAN-II,AZIENDA LOMBARDI,,RR,11300.0
83,TALISAY CITY,LAWAAN-II,FAIRVIEW VILLAGE,EAST OF NATL ROAD,RR,13000.0
83,TALISAY CITY,LAWAAN-II,GENTLEPEACE VILLAGE,,RR,11000.0
83,TALISAY CITY,LAWAAN-II,OTHER SUBD/ VILLAGES,,RR,9300.0
83,TALISAY CITY,LAWAAN-II,ALL OTHER STS.,W/IN THE BRGY,RR,8000.0
83,TALISAY CITY,LAWAAN-II,INTERIOR AREAS,SITIO BONBON-LOWER SOMBIA & LITTLE CALAMBA RIVER,A50,5000.0
83,TALISAY CITY,LAWAAN-II,INTERIOR AREAS,W/ ROAD RIGHT OF WAY,RR,6800.0
83,TALISAY CITY,LAWAAN-II,INTERIOR AREAS,W/OUT ROAD RIGHT OF WAY,RR,6000.0
83,TALISAY CITY,LAWAAN-II,COUNTRYSIDE HOMES*,along Azienda Lombardi,RR,12000.0
83,TALISAY CITY,LAWAAN-II,MERRYWOOD TOWNHOMES*,,RR,12000.0
83,TALISAY CITY,LAWAAN-III,NATIONAL ROAD,BRGY BOUNDARY,CR,15000.0
83,TALISAY CITY,LAWAAN-III,NATIONAL ROAD,CORNER OF THE NAT'L. RD GOING TO CAMELLA HOMES TIERRA GRANDE,RR,12000.0
83,TALISAY CITY,LAWAAN-III,NATIONAL ROAD,CORNER BETWEEN BDRY OF LAWAAN I & LAWAAN III GOING TO MANANGA RIVER,RR,10000.0
83,TALISAY CITY,LAWAAN-III,NATIONAL ROAD,COR. NEAR MANANGA BRIDGE TO SAN JOSE VILL,RR,8000.0
83,TALISAY CITY,LAWAAN-III,BRGY RD/MUN RD,W/IN THE BRGY,RR,8000.0
83,TALISAY CITY,LAWAAN-III,ALPHA EXECUTIVE HOMES,,RR,25000.0
83,TALISAY CITY,LAWAAN-III,ANTARA CONDOMINIUM,,RC,90000.0
83,TALISAY CITY,LAWAAN-III,ANTARA CONDOMINIUM,,CC,150000.0
83,TALISAY CITY,LAWAAN-III,ANTARA CONDOMINIUM,,PS,50000.0
83,TALISAY CITY,LAWAAN-III,AZEINDA LOMBARDI,,RR,15000.0
83,TALISAY CITY,LAWAAN-III,"CAMELLA HOMES, TIERRA GRANDE SUBD.",,RR,20000.0
83,TALISAY CITY,LAWAAN-III,DON BOSCO SEMINARY*,,I,15000.0
83,TALISAY CITY,LAWAAN-III,HERMELIE HOMES,,RR,15000.0
83,TALISAY CITY,LAWAAN-III,MANANGA RELOCATION SITE,,RR,5000.0
83,TALISAY CITY,LAWAAN-III,PAGTAMBAYAYONG,,RR,5000.0
83,TALISAY CITY,LAWAAN-III,SAN JOSE VILLAGE,,RR,10000.0
83,TALISAY CITY,LAWAAN-III,VILLARAYA I & II,,RR,10000.0
83,TALISAY CITY,LAWAAN-III,BLISS PROJECT,SITIO CADICAY,APD,6000.0
83,TALISAY CITY,LAWAAN-III,ALONG RIVER BANK,NAT'L RD TO MAGHAWAY BDRY,A50,5000.0
83,TALISAY CITY,LAWAAN-III,OTHER SUBD/ VILLAGES,,RR,8000.0
83,TALISAY CITY,LAWAAN-III,ALL OTHER STREETS,,RR,7800.0
83,TALISAY CITY,LAWAAN-III,INTERIOR LOTS,W/ROAD RIGHT OF WAY,RR,5000.0
83,TALISAY CITY,LAWAAN-III,INTERIOR LOTS,W/ OUT ROAD OF WAY,RR,5000.0
83,TALISAY CITY,LAWAAN-III,INTERIOR LOTS,"SUCH AS SITIO PUNGSOD, UPPER SOMBRIA, UPPER LAWAAN, UPPER CADICAY & SITIO CANDULDULAN",A50,3000.0
83,TALISAY CITY,LINAO,NATIONAL ROAD,SCHOOL MONTESSORI-BARANGAY BDRY,CR,16500.0
83,TALISAY CITY,LINAO,NATIONAL ROAD,,RR,11500.0
83,TALISAY CITY,LINAO,NATIONAL ROAD,INAJADA WOODCRAFT TO ST. THOMAS AQUINAS,CR,16500.0
83,TALISAY CITY,LINAO,NATIONAL ROAD,CORNER INAJADA WOODCRAFT TO UPPER MOHON (AT SITIO MOLILA),RR,14000.0
83,TALISAY CITY,LINAO,NATIONAL ROAD,COR OF NATIONAL ROAD GOING TO SITIO ANTIPOLO,RR,8000.0
83,TALISAY CITY,LINAO,MUNICIPAL /BRGY RD,W/IN THE BARANGAY,RR,7000.0
83,TALISAY CITY,LINAO,LINAO-MOHON ROAD,NAT'L RD-MOHON BDRY,RR,8000.0
83,TALISAY CITY,LINAO,LINAO-MAGHAWAY RD,NAT'L RD-MAGHAWAY RD,RR,8000.0
83,TALISAY CITY,LINAO,LINAO-LAWAAN RD,COR DAR-LAWAAN BDRY,RR,8000.0
83,TALISAY CITY,LINAO,H. CAPARIDA RD,LINAO-MOHON RD-NAT'L RD,RR,8000.0
83,TALISAY CITY,LINAO,ABUCEJO SUBDIVISION,,RR,8500.0
83,TALISAY CITY,LINAO,CAMELLA HOMES,,RR,12800.0
83,TALISAY CITY,LINAO,THE HEIGHTS SUBD.,,RR,12800.0
83,TALISAY CITY,LINAO,OTHER SUB/VILLAGES,,RR,9300.0
83,TALISAY CITY,LINAO,ALL OTHER STREETS,,RR,8000.0
83,TALISAY CITY,LINAO,INTERIOR AREAS,W/ ROAD RIGHT OF WAY,RR,6800.0
83,TALISAY CITY,LINAO,INTERIOR AREAS,W/OUT ROAD RIGHT OF WAY,RR,6000.0
83,TALISAY CITY,LINAO,INTERIOR AREAS,OTHER AGRICULTURAL LANDS,A50,4800.0
83,TALISAY CITY,LINAO,CASA LUCIA*,,RR,15000.0
83,TALISAY CITY,LINAO,RAPHAEL HOMES*,Also located in Brgy. Biasong and Brgy. Pooc,RR,12000.0
83,TALISAY CITY,LINAO,RECUNDO COUNTRY HOMES*,,RR,15000.0
83,TALISAY CITY,LINAO,RICHVIEW HEIGHTS*,,RR,15000.0
83,TALISAY CITY,MAGHAWAY,BRGY RD/OTHER RD,,RR,6000.0
83,TALISAY CITY,MAGHAWAY,BRGY RD/OTHER RD,FROM ENTRANCE OF CAMELLA HOMES TO TALISAY CITY JAIL,RR,6000.0
83,TALISAY CITY,MAGHAWAY,BRGY RD/OTHER RD,FROM CORNER GOING TO BRGY TAPUL TO STA. MARIA HEIGHTS,RR,5000.0
83,TALISAY CITY,MAGHAWAY,BRGY RD/OTHER RD,AFTER STA MARIA HEIGHTS TO BRGY. MAGHAWAY-BRGY TAPUL BOUNDARY,RR,5000.0
83,TALISAY CITY,MAGHAWAY,LOWER MAGHAWAY,MOUNTAINOUS/ HILLY AREAS,A49,1800.0
83,TALISAY CITY,MAGHAWAY,LOWER MAGHAWAY,OTHER AGRICULTURAL LANDS,A50,1000.0
83,TALISAY CITY,MAGHAWAY,MAGHAWAY PROPER,,RR,2800.0
83,TALISAY CITY,MAGHAWAY,MAGHAWAY PROPER,MOUNTAINOUS/ HILLY AREAS,A49,1800.0
83,TALISAY CITY,MAGHAWAY,MAGHAWAY PROPER,OTHER AGRICULTURAL LANDS,A50,1000.0
83,TALISAY CITY,MAGHAWAY,MAGHAWAY DAKU,HILLY MOUNTAIN AREAS,A49,900.0
83,TALISAY CITY,MAGHAWAY,INTERIOR LOTS,W/ ROAD RIGHT OF WAY,RR,6000.0
83,TALISAY CITY,MAGHAWAY,INTERIOR LOTS,W/OUT ROAD RIGHT OF WAY,RR,4000.0
83,TALISAY CITY,MAGHAWAY,INTERIOR LOTS,OTHER AGRICULTURAL LANDS,A50,1000.0
83,TALISAY CITY,MAGHAWAY,AZIENDA GENOMA,,RR,15000.0
83,TALISAY CITY,MAGHAWAY,AZIENDA MILAN SUBDIVISION,,RR,15000.0
83,TALISAY CITY,MAGHAWAY,AZIENDA VENEZIA SUBDIVISION,,RR,15000.0
83,TALISAY CITY,MAGHAWAY,"CAMELLA HOMES, TIERA GRANDE SUBDIVISION",,RR,20000.0
83,TALISAY CITY,MAGHAWAY,SAN JOSE MARIA VILLAGE TALISAY,,RR,10000.0
83,TALISAY CITY,MAGHAWAY,STA. MARIA HEIGHTS SUBDIVISION,,RR,10000.0
83,TALISAY CITY,MAGHAWAY,OTHER SUBD/VILLAGES,,RR,5000.0
83,TALISAY CITY,MANIPIS,BARANGAY  ROAD,LOW AREAS,RR,1300.0
83,TALISAY CITY,MANIPIS,BARANGAY  ROAD,HILLY/ MOUNTAIN AREAS,A49,800.0
83,TALISAY CITY,MANIPIS,BARANGAY  ROAD,OTHER AGRICULTURAL LANDS,A50,700.0
83,TALISAY CITY,MANIPIS,PROV'L ROAD,,RR,2400.0
83,TALISAY CITY,MANIPIS,PROV'L ROAD,,A4,800.0
83,TALISAY CITY,MANIPIS,PROV'L ROAD,,A16,700.0
83,TALISAY CITY,MANIPIS,FROM CAMP 4- MANIPIS BDRY TO CORNER GOING,TO CAMPINSA AND TO SUDLON,A1,900.0
83,TALISAY CITY,MANIPIS,"AT THE VICINITY OF CHAPEL, BRGY HALL AND BASKETBALL COURT",,RR,1800.0
83,TALISAY CITY,MANIPIS,RIVERBANK,OTHER AGRICULTURAL LANDS,A50,700.0
83,TALISAY CITY,MANIPIS,INTERIOR AREAS,LOW AREAS,RR,700.0
83,TALISAY CITY,MANIPIS,INTERIOR AREAS,HILLY/ MOUNTAIN AREAS,A49,700.0
83,TALISAY CITY,MANIPIS,INTERIOR AREAS,OTHER AGRICULTURAL LANDS,A50,600.0
83,TALISAY CITY,MANIPIS,INTERIOR AREAS,FOREST LAND,APD,600.0
83,TALISAY CITY,MOHON,PROVINCIAL RD,,RR,9500.0
83,TALISAY CITY,MOHON,BRGY/MUNICIAL RD,,RR,9500.0
83,TALISAY CITY,MOHON,BELEZZA,MOHON CENTRAL CROSSING M. NOEL AVE. - DEAD END,RR,9500.0
83,TALISAY CITY,MOHON,M. NOEL AVE.,FIDEL BAS-OLD RAILWAY,RR,9500.0
83,TALISAY CITY,MOHON,FIDEL BAS,M. NOEL AVE- MANANGA RIVER,RR,9500.0
83,TALISAY CITY,MOHON,FIDEL BAS,M NOEL AVE - LINAO BDRY,RR,9500.0
83,TALISAY CITY,MOHON,ALBERLYN BOX HILLS RESIDENCES SUBD,,RR,11300.0
83,TALISAY CITY,MOHON,LOVELY HOMES SUBDIVISION,,RR,11300.0
83,TALISAY CITY,MOHON,MONTEREY HOMES SUBD,,RR,11300.0
83,TALISAY CITY,MOHON,PLEASANT HOMES,,RR,11300.0
83,TALISAY CITY,MOHON,PUEBLO SAN RICARDO SUBD.,,RR,11000.0
83,TALISAY CITY,MOHON,SAN RAFAEL SUBDIVISION,,RR,10500.0
83,TALISAY CITY,MOHON,STA. MONICA SUBD.,,RR,11300.0
83,TALISAY CITY,MOHON,VALLEYVIEW SUBDIVISION,INTERIOR AREA ALONG FIDEL BAS - M. NOEL AVE & BELLEZA ST,RR,11300.0
83,TALISAY CITY,MOHON,VALLEYVIEW SUBDIVISION,FIDEL BAS - OLD PHIL. RAILWAY,RR,10000.0
83,TALISAY CITY,MOHON,OTHER SUBD/VILLAGES,,RR,9300.0
83,TALISAY CITY,MOHON,ALL OTHER STREETS,,RR,8000.0
83,TALISAY CITY,MOHON,INTERIOR AREAS,INT. AREAS W/RIGHT OF WAY,RR,6500.0
83,TALISAY CITY,MOHON,INTERIOR AREAS,W/OUT ROAD RIGHT OF WAY,RR,6000.0
83,TALISAY CITY,MOHON,ALONG SRP ROAD,SLEDA 1 (WITHIN 50 MTRS),CR,34000.0
83,TALISAY CITY,MOHON,ALONG SRP ROAD,SLEDA 2 (BEYOND  50 MTRS UP TO 150 MTRS),CR,24000.0
83,TALISAY CITY,MOHON,ALONG SRP ROAD,SLEDA 3 ( BEYOND 150 MTRS TO 250 MTRS),CR,21000.0
83,TALISAY CITY,MOHON,ALONG SRP ROAD,SLEDA 4 ( BEYOND 250 MTRS TO 300 MTRS),CR,16500.0
83,TALISAY CITY,MOHON,FROM THE MANANGA BRIDGE,TO BDRY BETWEEN BRGY LINAO AND BRGY MOHON AT SITIO MOLILA,RR,11500.0
83,TALISAY CITY,MOHON,FROM CORNER GOING,TO POOC NEAR TALISAY CITY HALL TO COR OF THE OLD PHIL RAILWAY,RR,11500.0
83,TALISAY CITY,MOHON,FROM THE CORNER OF THE OLD PHIL RAILWAY GOING,TO BARANGAY TUNGKIL,RR,9500.0
83,TALISAY CITY,MOHON,FROM THE CORNER AT SITIO LIBO GOING,TO SAN RAFAEL SUBD.,RR,6900.0
83,TALISAY CITY,MOHON,FROM THE CORNER GOING,TO MOHON BARANGAY HALL,RR,6900.0
83,TALISAY CITY,MOHON,PROVINCIAL RD**,,CR,15000.0
83,TALISAY CITY,MOHON,SERENIS SOUTH***,,RR,12000.0
83,TALISAY CITY,MOHON,ST. LOURDES SUBDIVISION***,,RR,12000.0
83,TALISAY CITY,MOHON,VILLA PLANTANA***,,RR,10000.0
83,TALISAY CITY,POBLACION,PROVINCIAL RD (RIZAL ST),BARANGAY BDRY,CR,15000.0
83,TALISAY CITY,POBLACION,MUNICIPAL / BRGY,,CR,15000.0
83,TALISAY CITY,POBLACION,BEJON FACTORY COMPD.,INTERIOR LOT ALONG ULDOG RECREEK-GEN J. LUNA,I,12000.0
83,TALISAY CITY,POBLACION,BURGOS,CREEK-GEN J. LUNA,RR,11000.0
83,TALISAY CITY,POBLACION,BURGOS,GEN J LUNA - V GARCES,CR,12000.0
83,TALISAY CITY,POBLACION,BURGOS,V GARCES-TALISAY RD,CR,12000.0
83,TALISAY CITY,POBLACION,CABALAN,V GARCES-P DEL ROSARIO,RR,11000.0
83,TALISAY CITY,POBLACION,CABALAN,V GARCES - TALISAY RD,CR,12000.0
83,TALISAY CITY,POBLACION,CARMENVILLE SUBDIVISION,,RR,15000.0
83,TALISAY CITY,POBLACION,FORTUNE HOMES SUBDIVISION,,RR,15000.0
83,TALISAY CITY,POBLACION,SARIVILLE SUBD.,,RR,15000.0
