rdo,city_municipality,barangay,street_subdivision,vicinity,classification,zonal_value
80,STA. FE,TALISAY,ALL LOTS,,A3,
80,STA. FE,TALISAY,ALL LOTS,,A4,
80,STA. FE,TALISAY,ALL LOTS,,A6,
80,STA. FE,TALISAY,ALL LOTS,,A8,
80,STA. FE,TALISAY,ALL LOTS,,A11,
80,STA. FE,TALISAY,ALL LOTS,,A15,
80,STA. FE,TALISAY,ALL LOTS,,A16,
80,STA. FE,TALISAY,ALL LOTS,,A17,
80,STA. FE,TALISAY,ALL LOTS,,A18,
80,STA. FE,TALISAY,ALL LOTS,,A25,
80,STA. FE,TALISAY,ALL LOTS,,A26,
80,STA. FE,TALISAY,ALL LOTS,,A29,
80,STA. FE,TALISAY,ALL LOTS,,A36,
80,STA. FE,TALISAY,ALL LOTS,,A38,
80,STA. FE,TALISAY,ALL LOTS,,A50,650.0
80,STA. FE,TALISAY,BEACH LOTS,1ST 50 METERS,A39,3600.0
80,STA. FE,TALISAY,BEACH LOTS,BEYOND 50 METERS,A39,2375.0
80,STA. FE,POOK,ALL LOTS,ALONG BARANGAY ROAD,CR,2250.0
80,STA. FE,POOK,ALL LOTS,,RR,1100.0
80,STA. FE,POOK,ALL LOTS,,I,1625.0
80,STA. FE,POOK,ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,POOK,ALL LOTS,,A2,
80,STA. FE,POOK,ALL LOTS,,A3,
80,STA. FE,POOK,ALL LOTS,,A4,
80,STA. FE,POOK,ALL LOTS,,A6,
80,STA. FE,POOK,ALL LOTS,,A8,
80,STA. FE,POOK,ALL LOTS,,A11,
80,STA. FE,POOK,ALL LOTS,,A15,
80,STA. FE,POOK,ALL LOTS,,A16,
80,STA. FE,POOK,ALL LOTS,,A17,
80,STA. FE,POOK,ALL LOTS,,A18,
80,STA. FE,POOK,ALL LOTS,,A25,
80,STA. FE,POOK,ALL LOTS,,A26,
80,STA. FE,POOK,ALL LOTS,,A29,
80,STA. FE,POOK,ALL LOTS,,A36,
80,STA. FE,POOK,ALL LOTS,,A38,
80,STA. FE,POOK,ALL LOTS,,A50,420.0
80,STA. FE,POOK,BEACH LOTS,1ST 50 METERS,A39,4000.0
80,STA. FE,POOK,BEACH LOTS,BEYOND 50 METERS,A39,2375.0
80,STA. FE,OKOY,ALL LOTS,ALONG BARANGAY ROAD,CR,2000.0
80,STA. FE,OKOY,ALL LOTS,,RR,987.5
80,STA. FE,OKOY,ALL LOTS,,I,1450.0
80,STA. FE,OKOY,ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,OKOY,ALL LOTS,,A2,
80,STA. FE,OKOY,ALL LOTS,,A3,
80,STA. FE,OKOY,ALL LOTS,,A4,
80,STA. FE,OKOY,ALL LOTS,,A6,
80,STA. FE,OKOY,ALL LOTS,,A8,
80,STA. FE,OKOY,ALL LOTS,,A11,
80,STA. FE,OKOY,ALL LOTS,,A15,
80,STA. FE,OKOY,ALL LOTS,,A16,
80,STA. FE,OKOY,ALL LOTS,,A17,
80,STA. FE,OKOY,ALL LOTS,,A18,
80,STA. FE,OKOY,ALL LOTS,,A25,
80,STA. FE,OKOY,ALL LOTS,,A26,
80,STA. FE,OKOY,ALL LOTS,,A29,
80,STA. FE,OKOY,ALL LOTS,,A36,
80,STA. FE,OKOY,ALL LOTS,,A38,
80,STA. FE,OKOY,ALL LOTS,,A50,360.0
80,STA. FE,OKOY,BEACH LOTS,1ST 50 METERS,A39,4000.0
80,STA. FE,OKOY,BEACH LOTS,BEYOND 50 METERS,A39,2375.0
80,STA. FE,OKOY,BEACH LOTS,POULTRY,A50,355.0
80,STA. FE,OKOY,BEACH LOTS,INTERIOR LOTS,A50,170.0
80,STA. FE,MARICABAN,ALL LOTS,ALONG BARANGAY ROAD,CR,1900.0
80,STA. FE,MARICABAN,ALL LOTS,,RR,1050.0
80,STA. FE,MARICABAN,ALL LOTS,,I,1500.0
80,STA. FE,MARICABAN,ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,MARICABAN,ALL LOTS,,A2,
80,STA. FE,MARICABAN,ALL LOTS,,A3,
80,STA. FE,MARICABAN,ALL LOTS,,A4,
80,STA. FE,MARICABAN,ALL LOTS,,A6,
80,STA. FE,MARICABAN,ALL LOTS,,A8,
80,STA. FE,MARICABAN,ALL LOTS,,A11,
80,STA. FE,MARICABAN,ALL LOTS,,A15,
80,STA. FE,MARICABAN,ALL LOTS,,A16,
80,STA. FE,MARICABAN,ALL LOTS,,A17,
80,STA. FE,MARICABAN,ALL LOTS,,A18,
80,STA. FE,MARICABAN,ALL LOTS,,A25,
80,STA. FE,MARICABAN,ALL LOTS,,A26,
80,STA. FE,MARICABAN,ALL LOTS,,A29,
80,STA. FE,MARICABAN,ALL LOTS,,A36,
80,STA. FE,MARICABAN,ALL LOTS,,A38,
80,STA. FE,MARICABAN,ALL LOTS,,A50,350.0
80,STA. FE,MARICABAN,BEACH LOTS,1ST 50 METERS,A39,3600.0
80,STA. FE,MARICABAN,BEACH LOTS,BEYOND 50 METERS,A39,2250.0
80,STA. FE,MARICABAN,BEACH LOTS,POULTRY,A50,400.0
80,STA. FE,MARICABAN,BEACH LOTS,INTERIOR LOTS,A50,170.0
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,ALONG BARANGAY ROAD,CR,1400.0
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,RR,800.0
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,I,1050.0
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A2,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A3,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A4,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A6,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A8,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A11,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A15,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A16,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A17,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A18,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A25,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A26,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A29,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A36,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A38,
80,STA. FE,HILANTAGA-AN (ISLAND),ALL LOTS,,A50,320.0
80,STA. FE,HILANTAGA-AN (ISLAND),BEACH LOTS,1ST 50 METERS,A39,1500.0
80,STA. FE,HILANTAGA-AN (ISLAND),BEACH LOTS,BEYOND 50 METERS,A39,1100.0
80,STA. FE,HILANTAGA-AN (ISLAND),BEACH LOTS,POULTRY,A50,460.0
80,STA. FE,HILANTAGA-AN (ISLAND),BEACH LOTS,INTERIOR LOTS,A50,170.0
80,STA. FE,HAGDAN,ALL LOTS,ALONG BARANGAY ROAD,CR,1400.0
80,STA. FE,HAGDAN,ALL LOTS,,RR,800.0
80,STA. FE,HAGDAN,ALL LOTS,,I,1050.0
80,STA. FE,HAGDAN,ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,HAGDAN,ALL LOTS,,A2,
80,STA. FE,HAGDAN,ALL LOTS,,A3,
80,STA. FE,HAGDAN,ALL LOTS,,A4,
80,STA. FE,HAGDAN,ALL LOTS,,A6,
80,STA. FE,HAGDAN,ALL LOTS,,A8,
80,STA. FE,HAGDAN,ALL LOTS,,A11,
80,STA. FE,HAGDAN,ALL LOTS,,A15,
80,STA. FE,HAGDAN,ALL LOTS,,A16,
80,STA. FE,HAGDAN,ALL LOTS,,A17,
80,STA. FE,HAGDAN,ALL LOTS,,A18,
80,STA. FE,HAGDAN,ALL LOTS,,A25,
80,STA. FE,HAGDAN,ALL LOTS,,A26,
80,STA. FE,HAGDAN,ALL LOTS,,A29,
80,STA. FE,HAGDAN,ALL LOTS,,A36,
80,STA. FE,HAGDAN,ALL LOTS,,A38,
80,STA. FE,HAGDAN,ALL LOTS,,A50,320.0
80,STA. FE,HAGDAN,BEACH LOTS,1ST 50 METERS,A39,1500.0
80,STA. FE,HAGDAN,BEACH LOTS,BEYOND 50 METERS,A39,1100.0
80,STA. FE,HAGDAN,BEACH LOTS,POULTRY,A50,460.0
80,STA. FE,HAGDAN,BEACH LOTS,INTERIOR LOTS,A50,170.0
80,STA. FE,LANGUB (ISLAND),ALL LOTS,ALONG BARANGAY ROAD,CR,1400.0
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,RR,800.0
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,I,1050.0
80,STA. FE,LANGUB (ISLAND),ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A2,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A3,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A4,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A6,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A8,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A11,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A15,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A16,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A17,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A18,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A25,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A26,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A29,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A36,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A38,
80,STA. FE,LANGUB (ISLAND),ALL LOTS,,A50,320.0
80,STA. FE,LANGUB (ISLAND),BEACH LOTS,1ST 50 METERS,A39,1500.0
80,STA. FE,LANGUB (ISLAND),BEACH LOTS,BEYOND 50 METERS,A39,1100.0
80,STA. FE,LANGUB (ISLAND),BEACH LOTS,POULTRY,A50,460.0
80,STA. FE,LANGUB (ISLAND),BEACH LOTS,INTERIOR LOTS,A50,170.0
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,ALONG BARANGAY ROAD,CR,1400.0
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,RR,750.0
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,I,1050.0
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A2,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A3,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A4,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A6,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A8,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A11,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A15,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A16,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A17,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A18,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A25,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A26,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A29,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A36,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A38,
80,STA. FE,KINATARKAN (ISLAND),ALL LOTS,,A50,320.0
80,STA. FE,KINATARKAN (ISLAND),BEACH LOTS,1ST 50 METERS,A39,1500.0
80,STA. FE,KINATARKAN (ISLAND),BEACH LOTS,BEYOND 50 METERS,A39,1100.0
80,STA. FE,KINATARKAN (ISLAND),BEACH LOTS,POULTRY,A50,215.0
80,STA. FE,KINATARKAN (ISLAND),BEACH LOTS,INTERIOR LOTS,A50,170.0
80,STA. FE,BALIDBID,ALL LOTS,ALONG BARANGAY ROAD,CR,2000.0
80,STA. FE,BALIDBID,ALL LOTS,,RR,1000.0
80,STA. FE,BALIDBID,ALL LOTS,,I,1500.0
80,STA. FE,BALIDBID,ALL LOTS,INTERIOR LOTS,A1,
80,STA. FE,BALIDBID,ALL LOTS,,A2,
80,STA. FE,BALIDBID,ALL LOTS,,A3,
80,STA. FE,BALIDBID,ALL LOTS,,A4,
80,STA. FE,BALIDBID,ALL LOTS,,A6,
80,STA. FE,BALIDBID,ALL LOTS,,A8,
80,STA. FE,BALIDBID,ALL LOTS,,A11,
80,STA. FE,BALIDBID,ALL LOTS,,A15,
80,STA. FE,BALIDBID,ALL LOTS,,A16,
80,STA. FE,BALIDBID,ALL LOTS,,A17,
80,STA. FE,BALIDBID,ALL LOTS,,A18,
80,STA. FE,BALIDBID,ALL LOTS,,A25,
80,STA. FE,BALIDBID,ALL LOTS,,A26,
80,STA. FE,BALIDBID,ALL LOTS,,A29,
80,STA. FE,BALIDBID,ALL LOTS,,A36,
80,STA. FE,BALIDBID,ALL LOTS,,A38,
80,STA. FE,BALIDBID,ALL LOTS,,A50,350.0
80,STA. FE,BALIDBID,BEACH LOTS,1ST 50 METERS,A39,4000.0
80,STA. FE,BALIDBID,BEACH LOTS,BEYOND 50 METERS,A39,2250.0
80,STA. FE,BALIDBID,BEACH LOTS,POULTRY,A50,400.0
80,STA. FE,BALIDBID,BEACH LOTS,INTERIOR LOTS,A50,200.0
80,STA. FE,POBLACION,ALL LOTS,ALONG NATIONAL HIGHWAY,CR,3250.0
80,STA. FE,POBLACION,ALL LOTS,,RR,2000.0
80,STA. FE,POBLACION,ALL LOTS,,I,2500.0
80,STA. FE,POBLACION,ALL LOTS,INTERIOR LOTS,CR,2250.0
80,STA. FE,POBLACION,ALL LOTS,,RR,1250.0
80,STA. FE,POBLACION,ALL LOTS,,I,1250.0
80,STA. FE,POBLACION,BEACH LOTS,1ST 50 METERS,A39,3500.0
80,STA. FE,POBLACION,BEACH LOTS,BEYOND 50 METERS,A39,2000.0
80,STA. FE,POBLACION,BEACH LOTS,POULTRY,A50,450.0
80,STA. FE,POBLACION,BEACH LOTS,OTHERS,A50,200.0
80,STA. FE,POBLACION,RESIDENTIAL SUBDIVISION,,RR,3000.0
80,TABOGON,TAPUL,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,TAPUL,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,TAPUL,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,TAPUL,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,TAPUL,BEACH LOTS,1ST 50 METERS,A39,3250.0
80,TABOGON,TAPUL,BEACH LOTS,BEYOND 50 METERS,A39,2750.0
80,TABOGON,TAPUL,BEACH LOTS,,A50,100.0
80,TABOGON,TABA-AO,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,TABA-AO,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,TABA-AO,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,TABA-AO,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,TABA-AO,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,SOMOSA,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,SOMOSA,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,SOMOSA,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,SOMOSA,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,SOMOSA,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,SAN VICENTE,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,SAN VICENTE,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,SAN VICENTE,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,SAN VICENTE,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,SAN VICENTE,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,SAN ISIDRO,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,SAN ISIDRO,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,SAN ISIDRO,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,SAN ISIDRO,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,SAN ISIDRO,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,SAMBAG,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,SAMBAG,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,SAMBAG,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,SAMBAG,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,SAMBAG,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,SALAG,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,SALAG,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,SALAG,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,SALAG,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,SALAG,BEACH LOTS,1ST 50 METERS,A39,3250.0
80,TABOGON,SALAG,BEACH LOTS,BEYOND 50 METERS,A39,2750.0
80,TABOGON,SALAG,BEACH LOTS,,A50,100.0
80,TABOGON,PIO,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,PIO,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,PIO,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,PIO,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,PIO,BEACH LOTS,1ST 50 METERS,A39,3250.0
80,TABOGON,PIO,BEACH LOTS,BEYOND 50 METERS,A39,2750.0
80,TABOGON,PIO,BEACH LOTS,,A50,100.0
80,TABOGON,MASLOG,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,MASLOG,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,MASLOG,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,MASLOG,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,MASLOG,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,MANAGASE,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,MANAGASE,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,MANAGASE,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,MANAGASE,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,MANAGASE,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,MABULI,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,MABULI,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,MABULI,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,MABULI,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,MABULI,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,LOONG,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,LOONG,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,LOONG,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,LOONG,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,LOONG,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,LIBJO,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,LIBJO,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,LIBJO,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,LIBJO,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,LIBJO,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,LABANGON,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,LABANGON,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,LABANGON,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,LABANGON,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,LABANGON,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,ILIHAN,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,ILIHAN,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,ILIHAN,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,ILIHAN,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,ILIHAN,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,DAAN TABOGON,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,DAAN TABOGON,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,DAAN TABOGON,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,DAAN TABOGON,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,DAAN TABOGON,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,COMBADO,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,COMBADO,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,COMBADO,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,COMBADO,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,COMBADO,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,CAMOBOAN,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,CAMOBOAN,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,CAMOBOAN,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,CAMOBOAN,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,CAMOBOAN,BEACH LOTS,1ST 50 METERS,A39,3250.0
80,TABOGON,CAMOBOAN,BEACH LOTS,BEYOND 50 METERS,A39,2750.0
80,TABOGON,CAMOBOAN,BEACH LOTS,,A50,100.0
80,TABOGON,KAL-ANAN,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,KAL-ANAN,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,KAL-ANAN,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,KAL-ANAN,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,KAL-ANAN,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,ALANG-ALANG,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,ALANG-ALANG,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,ALANG-ALANG,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,ALANG-ALANG,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,ALANG-ALANG,ALONG BARANGAY ROAD,,A50,100.0
80,TABOGON,POBLACION,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,1250.0
80,TABOGON,POBLACION,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1075.0
80,TABOGON,POBLACION,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,900.0
80,TABOGON,POBLACION,ALONG BARANGAY ROAD,,RR,675.0
80,TABOGON,POBLACION,ALONG BARANGAY ROAD,,A50,100.0
80,TABUELAN,VILLAHERMOSA,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,2250.0
80,TABUELAN,VILLAHERMOSA,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1800.0
80,TABUELAN,VILLAHERMOSA,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,1350.0
80,TABUELAN,VILLAHERMOSA,ALONG BARANGAY ROAD,,RR,900.0
80,TABUELAN,VILLAHERMOSA,ALONG BARANGAY ROAD,,A50,90.0
80,TABUELAN,TIGBAWAN,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,2250.0
80,TABUELAN,TIGBAWAN,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1800.0
80,TABUELAN,TIGBAWAN,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,1350.0
80,TABUELAN,TIGBAWAN,ALONG BARANGAY ROAD,,RR,900.0
80,TABUELAN,TIGBAWAN,ALONG BARANGAY ROAD,,A50,90.0
80,TABUELAN,TIGBAWAN,BEACH LOTS,BEACH LOTS,A39,2700.0
80,TABUELAN,TABUNOK,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,2250.0
80,TABUELAN,TABUNOK,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1800.0
80,TABUELAN,TABUNOK,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,1350.0
80,TABUELAN,TABUNOK,ALONG BARANGAY ROAD,,RR,900.0
80,TABUELAN,TABUNOK,ALONG BARANGAY ROAD,,A50,90.0
80,TABUELAN,TABUNOK,BEACH LOTS,BEACH LOTS,A39,2700.0
80,TABUELAN,OLIVO,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,2250.0
80,TABUELAN,OLIVO,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1800.0
80,TABUELAN,OLIVO,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,1350.0
80,TABUELAN,OLIVO,ALONG BARANGAY ROAD,,RR,900.0
80,TABUELAN,OLIVO,ALONG BARANGAY ROAD,,A50,90.0
80,TABUELAN,OLIVO,BEACH LOTS,BEACH LOTS,A39,2700.0
80,TABUELAN,MARAVILLA,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,2250.0
80,TABUELAN,MARAVILLA,ALONG PROVINCIAL ROAD,WITHIN 1.5 KMS.,RR,1800.0
80,TABUELAN,MARAVILLA,ALONG PROVINCIAL ROAD,WITHIN 2KMS.,RR,1350.0
80,TABUELAN,MARAVILLA,ALONG BARANGAY ROAD,,RR,900.0
80,TABUELAN,MARAVILLA,ALONG BARANGAY ROAD,,A50,90.0
80,TABUELAN,MABUNAO,ALONG PROVINCIAL ROAD,WITHIN 1KM,RR,2250.0
